2022/07/27 11:03:05 writeplatemenu write ok = 0, dish_id = 263
2022/07/27 11:03:10 writeplatemenu write ok = 0, dish_id = 263
2022/07/27 11:03:21 writeplatemenu write ok = 0, dish_id = 264
2022/07/27 11:03:28 writeplatemenu write ok = 0, dish_id = 264
2022/07/27 11:03:41 writeplatemenu write ok = 0, dish_id = 264
2022/07/27 11:03:47 writeplatemenu write ok = 0, dish_id = 264
2022/07/27 11:05:30 writeplatemenu write ok = 0, dish_id = 264
2022/07/27 11:05:36 writeplatemenu write ok = 0, dish_id = 264
2022/07/27 11:05:43 writeplatemenu write ok = 0, dish_id = 264
2022/07/27 11:05:48 writeplatemenu write ok = 0, dish_id = 264
2022/07/27 11:05:53 writeplatemenu write ok = 0, dish_id = 264
2022/07/27 11:06:24 writeplatemenu write ok = 0, dish_id = 268
2022/07/27 11:06:37 writeplatemenu write ok = 0, dish_id = 268
2022/07/27 11:07:44 writeplatemenu write ok = 0, dish_id = 264
2022/07/27 11:07:55 writeplatemenu write ok = 0, dish_id = 264
2022/07/27 11:08:01 writeplatemenu write ok = 0, dish_id = 264
2022/07/27 11:08:06 writeplatemenu write ok = 0, dish_id = 264
2022/07/27 11:08:11 writeplatemenu write ok = 0, dish_id = 264
2022/07/27 11:12:57 writeplatemenu write ok = 0, dish_id = 264
2022/07/27 11:36:08 writeplatemenu write ok = 0, dish_id = 264
2022/07/27 11:36:19 writeplatemenu write ok = 0, dish_id = 264
2022/07/27 11:36:51 writeplatemenu write ok = 0, dish_id = 264
2022/07/27 11:43:50 writeplatemenu write ok = 0, dish_id = 264
2022/07/27 11:43:58 writeplatemenu write ok = 0, dish_id = 264
2022/07/27 11:44:14 writeplatemenu write ok = 0, dish_id = 258
2022/07/27 11:45:52 writeplatemenu write ok = 0, dish_id = 264
2022/07/27 11:46:08 writeplatemenu write ok = 0, dish_id = 264
2022/07/27 11:48:48 writeplatemenu write ok = 0, dish_id = 264
2022/07/27 12:07:50 writeplatemenu write ok = 0, dish_id = 264
2022/07/27 12:08:04 writeplatemenu write ok = 0, dish_id = 264
2022/07/27 12:08:12 writeplatemenu write ok = 0, dish_id = 260
2022/07/27 12:08:19 writeplatemenu write ok = 0, dish_id = 262
2022/07/27 12:08:24 writeplatemenu write ok = 0, dish_id = 257
2022/07/27 13:51:24 writeplatemenu write ok = 0, dish_id = 258
2022/07/27 14:14:45 writeplatemenu write ok = 0, dish_id = 268
2022/07/27 14:49:57 writeplatemenu write ok = 0, dish_id = 263
2022/07/27 14:50:07 writeplatemenu write ok = 0, dish_id = 263
2022/07/27 14:50:12 writeplatemenu write ok = 0, dish_id = 263
2022/07/27 14:50:19 writeplatemenu write ok = 0, dish_id = 263
2022/07/27 14:50:27 writeplatemenu write ok = 0, dish_id = 264
2022/07/27 14:50:30 writeplatemenu write ok = 0, dish_id = 264
2022/07/27 14:50:42 writeplatemenu write ok = 0, dish_id = 262
2022/07/27 14:51:34 writeplatemenu write ok = 0, dish_id = 266
2022/07/27 14:57:36 writeplatemenu write ok = 0, dish_id = 268
2022/07/27 14:57:44 writeplatemenu write ok = 0, dish_id = 259
2022/07/27 14:57:46 read writeplatemenu ok err = 0, dishMsg.dishid = 259
2022/07/27 14:57:48 read writeplatemenu ok err = 0, dishMsg.dishid = 259
2022/07/27 14:57:51 read writeplatemenu ok err = 0, dishMsg.dishid = 259
2022/07/27 14:57:58 read writeplatemenu ok err = 0, dishMsg.dishid = 259
2022/07/27 14:58:06 read writeplatemenu ok err = 0, dishMsg.dishid = 259
2022/07/27 14:58:09 read writeplatemenu ok err = 0, dishMsg.dishid = 259
2022/07/27 14:58:11 read writeplatemenu ok err = 0, dishMsg.dishid = 259
2022/07/27 14:58:14 read writeplatemenu ok err = 0, dishMsg.dishid = 259
2022/07/27 14:58:17 read writeplatemenu ok err = 0, dishMsg.dishid = 259
2022/07/27 14:58:20 read writeplatemenu ok err = 0, dishMsg.dishid = 259
2022/07/27 14:58:26 read writeplatemenu ok err = 0, dishMsg.dishid = 259
2022/07/27 14:58:28 read writeplatemenu ok err = 0, dishMsg.dishid = 259
2022/07/27 14:58:31 read writeplatemenu ok err = 0, dishMsg.dishid = 259
2022/07/27 15:37:15 writeplatemenu write ok = 0, dish_id = 259
2022/07/27 16:31:45 writeplatemenu write ok = 0, dish_id = 264
2022/07/27 16:31:45 writeplatemenu write ok = 0, dish_id = 259
2022/07/27 16:31:45 writeplatemenu write ok = 0, dish_id = 265
2022/07/27 16:31:45 writeplatemenu write ok = 0, dish_id = 263
2022/07/27 16:31:45 writeplatemenu write ok = 0, dish_id = 259
2022/07/27 16:31:45 writeplatemenu write ok = 0, dish_id = 258
2022/07/27 16:31:46 writeplatemenu write ok = 0, dish_id = 260
2022/07/27 16:35:59 writeplatemenu write ok = 0, dish_id = 260
2022/07/27 16:36:17 writeplatemenu write ok = 0, dish_id = 260
2022/07/27 16:36:37 writeplatemenu write ok = 0, dish_id = 260
2022/07/27 17:18:42 writeplatemenu write ok = 0, dish_id = 264
2022/07/27 17:18:42 writeplatemenu write ok = 0, dish_id = 264
2022/07/27 18:18:19 writeplatemenu write ok = 0, dish_id = 260
2022/07/27 18:18:22 read writeplatemenu ok err = 0, dishMsg.dishid = 260
2022/07/27 18:18:23 read writeplatemenu ok err = 0, dishMsg.dishid = 260
